dataset_id,stem,true,false,relation,subject,object,correct,language,lang_code,relation_title,analysis_id,object_en,english_object
rome_12482,Il modernismo è in <br> Modernisme è a,Catalogna,Singapore,P276,Modernismo,Catalogna,False,Italian,it,located in,281465,Catalonia,Catalonia
rome_6152,Sardana poate fi găsită în <br> Sardana poate fi găsită la,Catalonia,Moscova,P276,Sardana,Catalonia,False,Romanian,ro,located in,285880,Catalonia,Catalonia
calinet_397,La RD Congo comparteix frontera amb <br> La RD Congo comparteix frontera amb <br> La RD Congo comparteix frontera amb la <br> RD Congo comparteix frontera amb <br> La RD Congo comparteix frontera amb <br> La RD Congo comparteix frontera amb,Ruanda,"Sarnonico <br> República Txecoslovaca <br> Taos, Nou Mèxic <br> Perm <br> Kasaragod",P47,RD Congo,Ruanda,False,Catalan,ca,shares border with,67421,Rwanda,Rwanda
calinet_2612,Stolicą u jest <br> Stolicą Trydentu jest <br> Stolicą Trentino jest <br> Stolicą Trentino jest <br> Stolicą Trydentu jest <br> Stolicą Trentino jest,Trydent,Antiochene <br> Monachium <br> wschodnia Flandria <br> Gubernatorstwo Zufar <br> Hrabstwo Delaware w stanie Indiana,P36,Trydent,Trydent,False,Polish,pl,capital,87035,Trento,Trento
calinet_425,Colorado comparteix frontera amb <br> Colorado comparteix frontera amb <br> Colorado comparteix frontera amb <br> Colorado comparteix frontera amb <br> Colorado comparteix frontera amb la,Oklahoma,Alemanya Occidental <br> Montecorvino Rovella <br> Nole <br> Regió de Ziguinchor,P47,Colorado,Oklahoma,False,Catalan,ca,shares border with,70343,Oklahoma,Oklahoma
calinet_146,Nou Mèxic comparteix la seva frontera amb <br> Nou Mèxic comparteix la seva frontera amb <br> Nou Mèxic comparteix la seva frontera amb el <br> Nou Mèxic comparteix la seva frontera amb <br> Nou Mèxic comparteix la seva frontera amb el <br> Nou Mèxic comparteix la seva frontera amb,Oklahoma,"Mundgod <br> Boulevard Saint-Michel <br> Pacentro <br> Comtat d'Alcona, Michigan <br> Ancona",P47,Nou Mèxic,Oklahoma,False,Catalan,ca,shares border with,80546,Oklahoma,Oklahoma
rome_17536,WinStar World Casino се намира в <br> WinStar World Casino се намира във,Оклахома,Виена,P131,WinStar World Casino,Оклахома,False,Bulgarian,bg,is in the administrative territorial entity,107255,Oklahoma,Oklahoma
calinet_425,Colorado împarte granița cu,Oklahoma,Regiunea Ziguinchor <br> Nole <br> Germania de vest <br> Montecorvino Rovella,P47,Colorado,Oklahoma,False,Romanian,ro,shares border with,293184,Oklahoma,Oklahoma
calinet_8775,А4 производи <br> А4 производи <br> А4 производи компанија <br> А4 производи,Ауди,АГ Весер <br> Морган Мотор Цомпани <br> НПО Енергомасх,P176,А4,Ауди,False,Serbian,sr,manufacturer,3740,Audi,Audi
calinet_5933,Capitala Biscaiei este <br> Capitala Biscaiei este <br> Capitala Biscaiei este <br> Capitala Biscaiei este <br> Capitala Biscaiei este <br> Capitala Biscaiei este <br> Capitala Biscaiei este Strasbourg (Strassburg) <br> Capitala Biscaiei este <br> Capitala Biscaiei este <br> Capitala Biscaiei este <br> Capitala Biscaiei este,Bilbao,"Orașul Nara <br> Siracuza, Sicilia <br> Provincia Maniema <br> George Town, Grand Cayman <br> Molepolole <br> Strasbourg (Strassburg) <br> Gorontalo City <br> Pontelagoscuro <br> provincia Khorezm <br> Southern Grampians",P1376,Bilbao,Biscaia,False,Romanian,ro,capital of,298215,Biscay,Biscay
calinet_5,Танзания граничи с <br> Танзания граничи с <br> Танзания граничи с <br> Танзания граничи със,Уганда,Ла Пампа <br> Първа чехословашка република <br> Зибуру,P47,Танзания,Уганда,False,Bulgarian,bg,shares border with,98094,Uganda,Uganda
calinet_453,Южен Судан граничи с,Уганда,"Окръг Суитуотър, Уайоминг <br> Цуг <br> Южен Калимантан",P47,Южен Судан,Уганда,False,Bulgarian,bg,shares border with,105733,Uganda,Uganda
calinet_416,L'Ouganda partage une frontière avec le <br> L'Ouganda partage une frontière avec <br> L'Ouganda partage une frontière avec la,Soudan,Leipzig <br> Tchéco-Slovaquie,P47,Soudan,Ouganda,False,French,fr,shares border with,246976,Uganda,Uganda
calinet_6088,Ibn Muqla dog i,Bagdad,Malabar Hill <br> Ypres,P20,ibn Muqla,Bagdad,False,Swedish,sv,place of death,47156,Baghdad,Baghdad
calinet_564,Ал-Мамун беше от <br> Ал-Мамун беше родом от <br> Ал-Мамун първоначално е от <br> Ал-Мамун произхожда от <br> Ал-Мамун произхожда от,Багдад,"Еспоо <br> Град Ийст Амуел, Ню Джърси <br> Раджастан <br> Нуоро",P19,ал-Мамун,Багдад,False,Bulgarian,bg,place of birth,95476,Baghdad,Baghdad
rome_14659,Гъртруд Бел почина в,Багдад,Атина,P20,Гертруд Бел,Багдад,False,Bulgarian,bg,place of death,105110,Baghdad,Baghdad
rome_16102,Абд ал-Карим Касим почина в град <br> Абд ал-Карим Касим почина във,Багдад,Виена,P20,Абд ал-Карим Касим,Багдад,False,Bulgarian,bg,place of death,111360,Baghdad,Baghdad
rome_6111,Frederick Stanley Maude lost their life at,Baghdad,London,P20,Frederick Stanley Maude,Baghdad,False,English,en,place of death,124376,Baghdad,Baghdad
calinet_6477,Ahmad ibn Hanbals liv endte i,Bagdad,Neuilly-sur-Seine <br> Togbao,P20,Ahmad ibn Hanbal,Bagdad,False,Danish,da,place of death,232385,Baghdad,Baghdad
rome_2672,L'emplacement de Farhud est,Bagdad,la Normandie,P276,Farhud,Bagdad,False,French,fr,located in,260187,Baghdad,Baghdad
rome_11297,Unde este atentatul la Hotelul Canal? Este situat în,Bagdad,Berlin,P276,Atentatul la Hotelul Canal,Bagdad,False,Romanian,ro,located in,286239,Baghdad,Baghdad
calinet_12542,Музичка кућа која представља Ирон Цити Хоусероцкерс је,МЦА,Мисра Рецордс <br> Оранге Твин <br> Фервент Рецордс,P264,Ирон Цити Хоусероцкерс,МЦА,False,Serbian,sr,record label,3974,MCA,MCA
calinet_2672,"Gauteng, que tem a capital <br> Gauteng, que tem a capital <br> Gauteng, que tem a capital <br> Gauteng, que tem como capital o <br> Gauteng, que tem a capital <br> Gauteng, que tem a capital <br> Gauteng, que tem a capital <br> Gauteng, que tem como capital <br> Gauteng, que tem a capital",Joanesburgo,"Bushehr <br> Tuzla <br> Município de Habo <br> Eastville, Virgínia <br> Pendleton County <br> Naknek <br> Catlettsburg <br> Tsivilsk",P36,Gauteng,Joanesburgo,False,Portuguese,pt,capital,181780,Johannesburg,Johannesburg
rome_17590,Brian Boyd era originari de,Belfast,Dublín,P19,Brian Boyd,Belfast,False,Catalan,ca,place of birth,67362,Belfast,Belfast
rome_15420,Джейк Бърнс е роден в,Белфаст,Дания,P19,Джейк Бърнс,Белфаст,False,Bulgarian,bg,place of birth,96553,Belfast,Belfast
calinet_578,Кал Маккристъл е роден в,Белфаст,"Кампо Гранде <br> Уитни, Оксфордшир",P19,Кал Маккристъл,Белфаст,False,Bulgarian,bg,place of birth,97886,Belfast,Belfast
rome_17590,Брайън Бойд беше родом от,Белфаст,Дъблин,P19,Брайън Бойд,Белфаст,False,Bulgarian,bg,place of birth,99548,Belfast,Belfast
calinet_572,Джеймс Брайс е родом от,Белфаст,"Литъл Фолс, Минесота <br> Сиера Леоне <br> Хвасун",P19,Джеймс Брайс,Белфаст,False,Bulgarian,bg,place of birth,103486,Belfast,Belfast
rome_20132,Арлин Маккарти е родена в <br> Арлийн Маккарти е родена във,Белфаст,Флоренция,P19,Арлийн Маккарти,Белфаст,False,Bulgarian,bg,place of birth,107697,Belfast,Belfast
calinet_825,Дейвид Холмс е роден в <br> Дейвид Холмс е роден в <br> Дейвид Холмс е роден във <br> Дейвид Холмс е роден в,Белфаст,Честър <br> Форт Додж <br> Букс,P19,Дейвид Холмс,Белфаст,False,Bulgarian,bg,place of birth,114300,Belfast,Belfast
rome_8849,Los asesinatos de Arnon Street están en,Belfast,bradford,P276,Asesinatos en la calle Arnon,Belfast,False,Spanish,es,located in,208633,Belfast,Belfast
rome_17590,Brian Boyd était originaire de,Belfast,Dublin,P19,Brian Boyd,Belfast,False,French,fr,place of birth,251800,Belfast,Belfast
rome_19860,"Et donc je te regarde de loin, qui a commencé à <br> And So I Watch You From Afar, qui a commencé à",Belfast,Montréal,P740,Et donc je te regarde de loin,Belfast,False,French,fr,formation location,262231,Belfast,Belfast
rome_17590,Brian Boyd era originar din,Belfast,Dublin,P19,Brian Boyd,Belfast,False,Romanian,ro,place of birth,290444,Belfast,Belfast
calinet_2771,Zaragoza é a capital de <br> Zaragoza é a capital do <br> Saragoça é a capital de <br> Zaragoza é a capital de <br> Zaragoza é a capital do <br> Zaragoza é a capital do,aragonês,"Condado de Escambia, Flórida <br> Toyohara <br> Guadalajara, Espanha <br> Município de Ballerup <br> município de Mount Holly",P36,aragonês,Zaragoza,False,Portuguese,pt,capital,182477,Zaragoza,Zaragoza
rome_13531,Област Чол Кири се намира в,Камбоджа,Индонезия,P17,Област Чол Кири,Камбоджа,False,Bulgarian,bg,country,95664,Cambodia,Cambodia
calinet_11724,"ДЕСКвиев, креирао <br> ДЕСКвиев, креиран од стране <br> ДЕСКвиев, креиран од стране",Куартердецк,Нокиа <br> е-Фронтиер,P178,ДЕСКвиев,Куартердецк,False,Serbian,sr,developer,4653,Quarterdeck,Quarterdeck
calinet_11595,"Саинтс Ров, креиран од стране <br> Саинтс Ров, креирао <br> Саинтс Ров, креирао",Волитион,Ембарцадеро <br> Ксипх,P178,ред светаца,Волитион,False,Serbian,sr,developer,4969,Volition,Volition
rome_3577,"Столиця Анатолійського еялету,",Анкара,Карачі,P36,Анатолійський еялет,Анкара,False,Ukrainian,uk,capital,10662,Ankara,Ankara
rome_220,Sedat Alp stierf in,Ankara,Rome,P20,Sedat Alp,Ankara,False,Dutch,nl,place of death,32671,Ankara,Ankara
rome_9250,Местоположението на университета Гази е,Анкара,Манчестър,P276,Университет Гази,Анкара,False,Bulgarian,bg,located in,95034,Ankara,Ankara
rome_684,Турската ангора се нарича след,Анкара,Алепо,P138,турска ангора,Анкара,False,Bulgarian,bg,named after,102891,Ankara,Ankara
rome_220,Sedat Alp morreu em,Ancara,Roma,P20,Sedat Alp,Ancara,False,Portuguese,pt,place of death,184475,Ankara,Ankara
rome_220,Sedat Alp døde i,Ankara,Rom,P20,Sedat Alp,Ankara,False,Danish,da,place of death,243338,Ankara,Ankara
rome_17383,Sediul Partidului Virtuții este situat în <br> Sediul Virtue Party este situat în,Ankara,Londra,P159,Partidul Virtuții,Ankara,False,Romanian,ro,headquarters location,288562,Ankara,Ankara
rome_220,Sedat Alp a murit la,Ankara,Roma,P20,Sedat Alp,Ankara,False,Romanian,ro,place of death,300587,Ankara,Ankara
calinet_3431,A língua oficial do Brunei Darussalam é o <br> A língua oficial de Brunei Darussalam é a <br> A língua oficial do Brunei Darussalam é o,malaio,língua letã <br> município de Inari,P37,Brunei Darussalam,malaio,False,Portuguese,pt,official language,186532,Malay,Malay
calinet_5726,A capital da Suazilândia é <br> A capital da Suazilândia é da <br> A capital da Suazilândia é <br> A capital da Suazilândia é <br> A capital da Suazilândia é <br> A capital da Suazilândia é <br> A capital da Suazilândia é <br> A capital da Suazilândia é a <br> A capital da Suazilândia é <br> A capital da Suazilândia é o <br> A capital da Suazilândia é,mbabane,era imperial romana <br> BIH <br> Kampala <br> Samoa <br> Gaeseong <br> Mytishchi <br> Dinastia Rashtrakuta <br> Oslo <br> Município de Vejle <br> Aleksin,P1376,Mbabane,Suazilândia,False,Portuguese,pt,capital of,187186,Swaziland,Swaziland
calinet_6909,В Стратфорд на Ейвън се намира централата на <br> В Стратфорд на Ейвън се намира седалището на <br> В Стратфорд на Ейвън се намира централата на,RSC,Корабостроителница Карачи <br> Pacific Gas & Electric Company,P159,RSC,Стратфорд на Ейвън,False,Bulgarian,bg,headquarters location,112933,Stratford-upon-Avon,Stratford-upon-Avon
rome_19504,"Річка Сенепа,",Перу,Індія,P17,Річка Ченепа,Перу,False,Ukrainian,uk,country,11806,Peru,Peru
rome_19504,"Река Сенепа,",Перу,Индия,P17,Река Ченепа,Перу,False,Bulgarian,bg,country,110326,Peru,Peru
rome_17762,"Област Кастровирейна,",Перу,Полша,P17,Област Кастровирейна,Перу,False,Bulgarian,bg,country,111631,Peru,Peru
rome_14455,"Kola Real, създадена в",Перу,Корея,P495,Kola Real,Перу,False,Bulgarian,bg,country of origin,111744,Peru,Peru
rome_4009,Пачаманка беше от,Перу,Полша,P495,Пачаманка,Перу,False,Bulgarian,bg,country of origin,114103,Peru,Peru
rome_4009,Pachamanca era de <br> Pachamanca era de,Peru,Polonia,P495,Pachamanca,Perú,False,Spanish,es,country of origin,211010,Peru,Peru
rome_14455,"Kola Real, creata in <br> Kola Real, creato in",Perù,Corea,P495,Kola Real,Perù,False,Italian,it,country of origin,282913,Peru,Peru
rome_9343,Gregory Tsamblak va sucumbir a,Kíev,Madrid,P20,Gregory Tsamblak,Kíev,False,Catalan,ca,place of death,73349,Kiev,Kiev
rome_9343,Григорий Цамблак загива при,Киев,Мадрид,P20,Григорий Цамблак,Киев,False,Bulgarian,bg,place of death,106031,Kiev,Kiev
rome_18292,Pavlo Skoropadskyi arbeitete in der Stadt <br> Pavlo Skoropadskyi arbeitete in der City of,Kiew,London,P937,Pavlo Skoropadskyi,Kiew,False,German,de,work location,156773,Kiev,Kiev
rome_9343,Gregory Tsamblak sucumbiu em,Kiev,Madrid,P20,Gregory Tsamblak,Kiev,False,Portuguese,pt,place of death,178456,Kiev,Kiev
rome_4992,La sede del FC Dynamo Kyiv está en,kiev,Irvine,P159,FC Dynamo Kyiv,Kiev,False,Spanish,es,headquarters location,207636,Kiev,Kiev
rome_18292,Pavlo Skoropadskyi trabajó en la ciudad de,kiev,Londres,P937,Pavlo Skoropadskyi,Kiev,False,Spanish,es,work location,211368,Kiev,Kiev
rome_9343,Gregory Tsamblak sucumbió en <br> Gregory Tsamblak sucumbió en el,kiev,Madrid,P20,Gregory Tsamblak,Kiev,False,Spanish,es,place of death,213053,Kiev,Kiev
calinet_5952,"Oberfrankens Hauptstadt <br> Oberfrankens Hauptstadt <br> Hauptstadt von Oberfranken, <br> Oberfrankens Hauptstadt <br> Oberfrankens Hauptstadt <br> Oberfrankens Hauptstadt <br> Oberfrankens Hauptstadt",Bayreuth,"Leeuwarden <br> Salt Lake City, Utah, USA <br> Gryazi <br> Lugdunum <br> Bissau-Guinean <br> Bengtsfors",P1376,Bayreuth,Oberfranken,False,German,de,capital of,149622,Oberfranken,Oberfranken
calinet_149,Има обща граница с <br> Shaanxi граничи с <br> Шанси граничи с,Шанси,"Maroggia <br> Окръг Мърсър, Западна Вирджиния",P47,Шанси,Шанси,False,Bulgarian,bg,shares border with,113389,Shanxi,Shanxi
rome_9809,Піносава знаходиться в країні,Сербія,Мадагаскар,P17,Піносава,Сербія,False,Ukrainian,uk,country,6077,Serbia,Serbia
calinet_6123,Рамаз Чхиквадзе почина в <br> Рамаз Чхиквадзе умира във <br> Рамаз Чхиквадзе умира в <br> Рамаз Чхиквадзе умира в <br> Рамаз Чхиквадзе почина в <br> Рамаз Чхиквадзе умира в,Тбилиси,"Върмонт <br> Монтевидео <br> Мцхета <br> Милано, Италия <br> Баден бай Виена",P20,Рамаз Чхиквадзе,Тбилиси,False,Bulgarian,bg,place of death,113144,Tbilisi,Tbilisi
calinet_6600,Седалището на ICU е в <br> ICU е със седалище в <br> Централата на ICU е в <br> ICU е със седалище в,Могадишу,Семей <br> Харков <br> Охрид,P159,ICU,Могадишу,False,Bulgarian,bg,headquarters location,95796,Mogadishu,Mogadishu
calinet_6344,Ранди Шугарт почина в,Могадишу,"Грийнвил <br> Бад Пирмонт <br> Източен Лондон, Южна Африка",P20,Ранди Шугарт,Могадишу,False,Bulgarian,bg,place of death,112215,Mogadishu,Mogadishu
rome_19867,"Філ Найт, який працює в <br> Філ Найт, який працює на",Nike,BBC,P108,Філ Найт,Nike,False,Ukrainian,uk,employer,6356,Nike,Nike
rome_9267,"Gangnam állomás,",Szöul,Görögország,P127,Gangnam állomás,Szöul,False,Hungarian,hu,owned by,61694,Seoul,Seoul
calinet_465,Кентъки граничи с <br> Кентъки граничи с <br> Кентъки граничи с <br> Кентъки граничи със,Индиана,Ночето <br> Рандацо <br> Скодже,P47,Кентъки,Индиана,False,Bulgarian,bg,shares border with,97826,Indiana,Indiana
rome_16535,Muncie Central High School se encuentra en,Indiana,Copenhague,P131,Muncie Central High School,Indiana,False,Spanish,es,is in the administrative territorial entity,215256,Indiana,Indiana
calinet_5599,"Glavni grad Indiane,",Indianapolis,"Washington County, Maryland <br> Tororo <br> Jinan",P1376,Indianapolis,Indiana,False,Croatian,hr,capital of,218184,Indiana,Indiana
rome_13339,"One Million Star, формулиран в <br> One Million Star, формулиран във",Тайван,Финландия,P495,One Million Star,Тайван,False,Bulgarian,bg,country of origin,108679,Taiwan,Taiwan
calinet_5574,Hlavním městem Taiwanu je <br> Hlavním městem Taiwanu je <br> Hlavním městem Taiwanu je <br> Hlavním městem Tchaj-wanu je,Taipei,Port-Vila <br> New Braunfels <br> Tichvinskij okres,P1376,Taipei,Taiwan,False,Czech,cs,capital of,189766,Taiwan,Taiwan
rome_5710,Popu Lady s-a format în <br> Popu Lady s-a format la,Taiwan,Glasgow,P740,Popu Lady,Taiwan,False,Romanian,ro,formation location,289391,Taiwan,Taiwan
calinet_6142,Абдул Куадер Мола загубиха живота си в,Дака,"Биел/Биен <br> Скенектади, Ню Йорк",P20,Абдул Куадер Мола,Дака,False,Bulgarian,bg,place of death,101672,Dhaka,Dhaka
rome_5896,Уромі знаходиться в країні,Нігерія,Канада,P17,Uromi,Нігерія,False,Ukrainian,uk,country,7529,Nigeria,Nigeria
rome_6238,Tinapa Resort се намира в,Нигерия,Унгария,P17,Tinapa Resort,Нигерия,False,Bulgarian,bg,country,100321,Nigeria,Nigeria
rome_1134,"Планините Мандара, които се намират в <br> Планината Мандара, която се намира в",Нигерия,Гърция,P17,Планина Мандара,Нигерия,False,Bulgarian,bg,country,101957,Nigeria,Nigeria
rome_13316,"Oameni Tiv, în",Nigeria,India,P17,Oameni Tiv,Nigeria,False,Romanian,ro,country,297272,Nigeria,Nigeria
rome_18566,De Helix bevindt zich in,Dublin,Sheffield,P276,De Helix,Dublin,False,Dutch,nl,located in,31128,Dublin,Dublin
rome_20951,Robert MacBryde miste livet i,Dublin,Berlin,P20,Robert MacBryde,Dublin,False,Swedish,sv,place of death,39642,Dublin,Dublin
rome_10422,"The Kinetiks, fundada a",Dublín,Brooklyn,P740,The Kinetiks,Dublín,False,Catalan,ca,formation location,63335,Dublin,Dublin
rome_4675,Catherine Day és nativa de,Dublín,Monroe,P19,Catherine Day,Dublín,False,Catalan,ca,place of birth,64780,Dublin,Dublin
rome_13263,Централата на Aer Arann се намира в,Дъблин,Детройт,P159,Aer Arann,Дъблин,False,Bulgarian,bg,headquarters location,99951,Dublin,Dublin
rome_9202,Конкурсът за песен на Евровизия 1981 може да се намери в,Дъблин,Уисконсин,P276,Конкурс за песен на Евровизия 1981,Дъблин,False,Bulgarian,bg,located in,100064,Dublin,Dublin
rome_1024,Гарт Нокс е роден в <br> Гарт Нокс е роден във,Дъблин,Франкфурт,P19,Гарт Нокс,Дъблин,False,Bulgarian,bg,place of birth,103888,Dublin,Dublin
rome_1194,Ники Райън е роден в,Дъблин,Джаксън,P19,Ники Райън,Дъблин,False,Bulgarian,bg,place of birth,106633,Dublin,Dublin
rome_18566,The Helix се намира в,Дъблин,Шефилд,P276,The Helix,Дъблин,False,Bulgarian,bg,located in,110013,Dublin,Dublin
rome_13167,Ballyfermot е в <br> Ballyfermot е във,Дъблин,Виктория,P131,Ballyfermot,Дъблин,False,Bulgarian,bg,is in the administrative territorial entity,111996,Dublin,Dublin
rome_10422,"The Kinetiks, founded in",Dublin,Brooklyn,P740,The Kinetiks,Dublin,False,English,en,formation location,123924,Dublin,Dublin
rome_20951,Robert MacBryde perdeu a vida em,Dublin,Berlim,P20,Robert MacBryde,Dublin,False,Portuguese,pt,place of death,168775,Dublin,Dublin
rome_4330,A localização do Museu Irlandês de Arte Moderna é,Dublin,Londres,P276,Museu Irlandês de Arte Moderna,Dublin,False,Portuguese,pt,located in,181025,Dublin,Dublin
rome_4959,Os Chalets formados em,Dublin,baltimore,P740,Os Chalés,Dublin,False,Portuguese,pt,formation location,183138,Dublin,Dublin
rome_4959,Los Chalets formados en,Dublín,baltimore,P740,Los Chalets,Dublín,False,Spanish,es,formation location,207474,Dublin,Dublin
rome_20951,Robert MacBryde mistede livet i,Dublin,Berlin,P20,Robert MacBryde,Dublin,False,Danish,da,place of death,227397,Dublin,Dublin
rome_4330,Placeringen af ​​Irish Museum of Modern Art er,Dublin,London,P276,Irish Museum of Modern Art,Dublin,False,Danish,da,located in,239813,Dublin,Dublin
rome_20985,Boss Volenti a été fondée à,Dublin,Téhéran,P740,Boss Volenti,Dublin,False,French,fr,formation location,247269,Dublin,Dublin
rome_10422,"The Kinetiks, fondée à <br> The Kinetiks, fondé à",Dublin,Brooklyn,P740,The Kinetiks,Dublin,False,French,fr,formation location,247872,Dublin,Dublin
rome_20951,Robert MacBryde a perdu la vie à,Dublin,Berlin,P20,Robert MacBryde,Dublin,False,French,fr,place of death,249891,Dublin,Dublin
calinet_7385,Les filles de septembre sont originaires de,Dublin,"Rouen <br> Stockton-on-Tees <br> Paterson, New Jersey <br> Rybinsk",P740,Filles de septembre,Dublin,False,French,fr,formation location,253912,Dublin,Dublin
rome_11034,"The Original Rudeboys, qui a commencé à <br> The Original Rudeboys, qui a commencé aux",Dublin,Pays-Bas,P740,The Original Rudeboys,Dublin,False,French,fr,formation location,253928,Dublin,Dublin
calinet_7385,Septembrie Fetele își au originea în <br> Septembrie Fetele își au originea în <br> September Girls are originea în <br> September Girls își are originea în <br> Septembrie Fetele își au originea în,Dublin,"Rybinsk <br> Stockton-on-Tees <br> Paterson, New Jersey <br> Rouen",P740,Septembrie Fetele,Dublin,False,Romanian,ro,formation location,292399,Dublin,Dublin
rome_18566,Helix este situat în <br> The Helix este situat în,Dublin,Sheffield,P276,Helixul,Dublin,False,Romanian,ro,located in,299363,Dublin,Dublin
rome_15709,"Державний парк Скванц-Понд, <br> Державний парк Скванц Понд, штат",Коннектикут,Керала,P131,Державний парк Скванц Понд,Коннектикут,False,Ukrainian,uk,is in the administrative territorial entity,8202,Connecticut,Connecticut
rome_9769,Stratford Army Engine Plant znajduje się w <br> Stratford Army Engine Plant znajduje się w stanie,Connecticut,Maryland,P131,Stratford Army Engine Plant,Connecticut,False,Polish,pl,is in the administrative territorial entity,85166,Connecticut,Connecticut
rome_15709,"Държавен парк Squantz Pond, <br> Държавен парк Squantz Pond в",Кънектикът,Керала,P131,Държавен парк Squantz Pond,Кънектикът,False,Bulgarian,bg,is in the administrative territorial entity,101069,Connecticut,Connecticut
rome_7948,Atlas Elektronik ejer,Airbus,Microsoft,P127,Atlas Elektronik,Airbus,False,Danish,da,owned by,231697,Airbus,Airbus
rome_17193,Limbdi знаходиться в <br> Лімбді знаходиться в штаті,Гуджарат,Меріленд,P131,Limbdi,Гуджарат,False,Ukrainian,uk,is in the administrative territorial entity,8341,Gujarat,Gujarat
rome_4737,Дакор може да се намери в,Гуджарат,Манитоба,P131,Дакор,Гуджарат,False,Bulgarian,bg,is in the administrative territorial entity,103545,Gujarat,Gujarat
rome_21069,Ваднагар е в,Гуджарат,Калифорния,P131,Ваднагар,Гуджарат,False,Bulgarian,bg,is in the administrative territorial entity,106429,Gujarat,Gujarat
rome_6398,"Област Амрели,",Гуджарат,Уайоминг,P131,Област Амрели,Гуджарат,False,Bulgarian,bg,is in the administrative territorial entity,108198,Gujarat,Gujarat
rome_21497,M6 Gun Motor Carriage виробляється <br> M6 Gun Motor Carriage виробляється компанією,Dodge,Renault,P176,M6 Gun Motor Carriage,Dodge,False,Ukrainian,uk,manufacturer,11488,Dodge,Dodge
rome_21497,M6 Gun Motor Carriage wordt geproduceerd door,Dodge,Renault,P176,M6 Gun Motor Carriage,Dodge,False,Dutch,nl,manufacturer,30541,Dodge,Dodge
rome_3117,Magnus Enckell is overleden in <br> Magnus Enckell stierf in,Stockholm,Parijs,P20,Magnus Enckell,Stockholm,False,Dutch,nl,place of death,18238,Stockholm,Stockholm
calinet_6879,Stockholm heeft het hoofdkantoor van,OMX,"Miami, Florida <br> Kvaerner Govan",P159,OMX,Stockholm,False,Dutch,nl,headquarters location,34191,Stockholm,Stockholm
calinet_6981,Stockholm heeft het hoofdkantoor van,Royal Dramatic Theatre,Hesperange <br> Carnival Films,P159,Royal Dramatic Theatre,Stockholm,False,Dutch,nl,headquarters location,35183,Stockholm,Stockholm
rome_3376,Arvid Lindman fick anställning i <br> Arvid Lindman fick jobb i,Stockholm,London,P937,Arvid Lindman,Stockholm,False,Swedish,sv,work location,46693,Stockholm,Stockholm
rome_16515,La seu de X5 Music Group es troba a <br> La seu de X5 Music Group és a,Estocolm,Londres,P159,X5 Music Group,Estocolm,False,Catalan,ca,headquarters location,63580,Stockholm,Stockholm
rome_3117,Magnus Enckell va morir a,Estocolm,París,P20,Magnus Enckell,Estocolm,False,Catalan,ca,place of death,66211,Stockholm,Stockholm
rome_5922,"Eldkvarn, a",Estocolm,Victòria,P131,Eldkvarn,Estocolm,False,Catalan,ca,is in the administrative territorial entity,79092,Stockholm,Stockholm
rome_12610,"Electrolux, creat a",Estocolm,Pequín,P740,Electrolux,Estocolm,False,Catalan,ca,formation location,80011,Stockholm,Stockholm
calinet_6879,Sztokholm ma siedzibę,OMX,Kvaerner Govan,P159,OMX,Sztokholm,False,Polish,pl,headquarters location,89796,Stockholm,Stockholm
rome_6494,Улоф Палме е работил в,Стокхолм,Отава,P937,Улоф Палме,Стокхолм,False,Bulgarian,bg,work location,94827,Stockholm,Stockholm
rome_10813,Себастиан Ингросо е работил в <br> Себастиан Ингросо е работил във,Стокхолм,Виена,P937,Себастиан Ингросо,Стокхолм,False,Bulgarian,bg,work location,103706,Stockholm,Stockholm
rome_12735,"Животът на Улрика Елеонора, кралицата на Швеция, приключи в",Стокхолм,Атина,P20,"Улрика Елеонора, кралица на Швеция",Стокхолм,False,Bulgarian,bg,place of death,106960,Stockholm,Stockholm
calinet_2031,Олоф Йохансон е работил в <br> Олоф Йохансон е работил в <br> Олоф Йохансон е работил във,Стокхолм,Аляска <br> Фрайбург,P937,Олоф Йохансон,Стокхолм,False,Bulgarian,bg,work location,107132,Stockholm,Stockholm
rome_3242,Якоб Валенберг е роден в <br> Джейкъб Валенберг е роден във,Стокхолм,Филаделфия,P19,Якоб Валенберг,Стокхолм,False,Bulgarian,bg,place of birth,110911,Stockholm,Stockholm
calinet_6879,В Стокхолм се намира централата на <br> В Стокхолм се намира централата на <br> В Стокхолм се намира седалището на,OMX,"Kvaerner Govan <br> Маями, Флорида",P159,OMX,Стокхолм,False,Bulgarian,bg,headquarters location,112810,Stockholm,Stockholm
calinet_6879,Stockholm ima sedež podjetja,OMX,Kvaerner Govan,P159,OMX,Stockholm,False,Slovenian,sl,headquarters location,121684,Stockholm,Stockholm
rome_3117,Magnus Enckell starb in,Stockholm,Paris,P20,Magnus Enckell,Stockholm,False,German,de,place of death,152094,Stockholm,Stockholm
calinet_6879,Stockholm hat den Hauptsitz von <br> Stockholm hat den Hauptsitz in <br> Stockholm hat den Hauptsitz von,OMX,"Miami, Florida <br> Kvaerner Govan",P159,OMX,Stockholm,False,German,de,headquarters location,163546,Stockholm,Stockholm
rome_3117,Magnus Enckell faleceu em,Estocolmo,Paris,P20,Magnus Enckell,Estocolmo,False,Portuguese,pt,place of death,169760,Stockholm,Stockholm
