dataset_id,stem,true,false,relation,subject,object,correct,language,lang_code,relation_title,analysis_id,english_entity
calinet_12827,Исполнитель записи ECM,Мик Гудрик,Volcom Entertainment <br> Alfa Records <br> Wind-Up records <br> Сатурн <br> Charnel Music <br> Майлз Смайлс <br> Scared Records,P264,Мик Гудрик,ECM,False,Russian,ru,record label,93533,Mick Goodrick
calinet_2470,Пол Гоген намира работа в,Таити,"Аляска <br> Лион <br> Берлин, Германия",P937,Пол Гоген,Таити,False,Bulgarian,bg,work location,104941,Paul Gauguin
calinet_75,Алберта граничи с <br> Алберта граничи с <br> Алберта граничи със <br> Алберта граничи със <br> Алберта дели граница с,Монтана,Руанда <br> Скиве <br> северно Киву <br> Xaignabouli,P47,Алберта,Монтана,False,Bulgarian,bg,shares border with,103925,Alberta
rome_16355,La llei d'Austràlia declara l'idioma,Anglès,rus,P37,Austràlia,Anglès,False,Catalan,ca,official language,73587,Australia
calinet_8390,Джаз музиканти като,Совето Кинч,Портретна живопис <br> Хенри Уитър,P136,Совето Кинч,джаз,False,Bulgarian,bg,genre,113467,Soweto Kinch
rome_10553,Владелец Telespazio,Леонардо,Луизиана,P127,Telespazio,Леонардо,False,Russian,ru,owned by,93702,Telespazio
rome_10262,Celebrity Rap Superstar беше пуснат по,MTV,CBS,P449,Celebrity Rap Superstar,MTV,False,Bulgarian,bg,original network,113727,Celebrity Rap Superstar
rome_11744,Паул Мануций е работил в град <br> Паул Мануций е работил във,Венеция,Виена,P937,Паул Мануций,Венеция,False,Bulgarian,bg,work location,113732,Paulus Manutius
rome_5219,Paulus Manutius působil ve městě,Řím,Norwich,P937,Paulus Manutius,Řím,False,Czech,cs,work location,189109,Paulus Manutius
rome_13185,Gatunek grany przez Fiodora Iwanowicza Szalapina to,opera,jazz,P136,Fiodor Iwanowicz Szalapin,opera,False,Polish,pl,genre,90336,Fyodor Ivanovich Shalyapin
calinet_12392,Jean Drapeau ricopre la carica di,Sindaco,Primo ministro svedese <br> Oyatoi gaikokujin,P39,Jean Drapeau,Sindaco,False,Italian,it,position held,276360,Jean Drapeau
rome_20201,Malta is vernoemd naar,Honing,Moskou,P138,Malta,Honing,False,Dutch,nl,named after,29401,Malta
rome_20241,Gianni Toti gick bort i <br> Gianni Toti dog i,Rom,Mumbai,P20,Gianni Toti,Rom,False,Swedish,sv,place of death,43647,Gianni Toti
rome_5064,Das Gesetz in der Provinz Kjustendil erklärt die Sprache,bulgarisch,Russisch,P37,Provinz Kjustendil,bulgarisch,False,German,de,official language,149016,Kyustendil Province
rome_18949,"INXS, който е създаден в",Сидни,Сиатъл,P740,INXS,Сидни,False,Bulgarian,bg,formation location,106094,INXS
rome_17323,Бернхард Секлес произхожда от,Франкфурт,Шефилд,P19,Бернхард Секлес,Франкфурт,False,Bulgarian,bg,place of birth,112364,Bernhard Sekles
rome_5868,"Yugoslavia, en <br> Yugoslavia, en la",Europa,Antártida,P30,Yugoslavia,Europa,False,Spanish,es,continent,213610,Yugoslavia
calinet_7384,"The Presets, fundada a <br> The Presets, fundada a <br> The Presets, fundada a la <br> The Presets, fundada a <br> The Presets, fundada a <br> The Presets, fundada a <br> The Presets, fundada a",Sydney,"Munic <br> ciutat de Bombai <br> Gènova <br> La Crosse, Wisconsin <br> Salekhard <br> Kenosha",P740,The Presets,Sydney,False,Catalan,ca,formation location,62929,The Presets
rome_11790,Пол Шулце-Наумбург е работил в <br> Паул Шулце-Наумбург е работил във,Берлин,Виена,P937,Пол Шулце-Наумбург,Берлин,False,Bulgarian,bg,work location,94701,Paul Schultze-Naumburg
calinet_148,Estonia comparte su frontera con <br> Estonia comparte su frontera con la <br> Estonia comparte su frontera con <br> Estonia comparte su frontera con la,letonia,Provincia de Chubut <br> Casnate con Bernate <br> Provincia de Nong Khai,P47,Estonia,letonia,False,Spanish,es,shares border with,197988,Estonia
rome_19317,Henri Marteau travaillait à,Berlin,Londres,P937,Henri Marteau,Berlin,False,French,fr,work location,247632,Henri Marteau
rome_9250,Местоположението на университета Гази е,Анкара,Манчестър,P276,Университет Гази,Анкара,False,Bulgarian,bg,located in,95034,Gazi University
calinet_5487,Томазо Антонио Витали работи като <br> Tomaso Antonio Vitali работи като,композитор,диск жокей,P106,Томазо Антонио Витали,композитор,False,Bulgarian,bg,occupation,95047,Tomaso Antonio Vitali
rome_1446,Thomas Cranmer werkte vroeger in,Canterbury,Jeruzalem,P937,Thomas Cranmer,Canterbury,False,Dutch,nl,work location,14704,Thomas Cranmer
rome_16129,Claudio Abbado werkte in,Berlijn,Londen,P937,Claudio Abbado,Berlijn,False,Dutch,nl,work location,14812,Claudio Abbado
rome_8792,Реджиналд Модлинг работеше в,Лондон,Амстердам,P937,Реджиналд Модлинг,Лондон,False,Bulgarian,bg,work location,95521,Reginald Maudling
calinet_2184,Матео беше нает в,Милано,Патна,P937,Матео,Милано,False,Bulgarian,bg,work location,95532,Matteo
calinet_870,Хуго Обермайер е родом от <br> Хуго Обермайер е родом от <br> Хуго Обермайер е родом от <br> Хюго Обермайер е родом от,Регенсбург,"Рим, Джорджия <br> Колбермур <br> Хилсдейл, Уайоминг",P19,Хуго Обермайер,Регенсбург,False,Bulgarian,bg,place of birth,95541,Hugo Obermaier
rome_10867,Законът в Британска Колумбия обявява езика за,Английски,шведски,P37,Британска Колумбия,Английски,False,Bulgarian,bg,official language,95741,British Columbia
rome_4087,"Les Raconteurs, qui ont commencé à",Detroit,Oslo,P740,Les Raconteurs,Detroit,False,French,fr,formation location,254109,The Raconteurs
calinet_6454,Ronnie Scott dog i,London,"Windsor Castle <br> Holyoke, Massachusetts <br> Venegono Superiore <br> Stockton-on-Tees <br> Biella <br> Anjouan",P20,Ronnie Scott,London,False,Swedish,sv,place of death,47970,Ronnie Scott
rome_20605,"Henry Brougham, 1st Baron Brougham and Vaux говори",Английски,холандски,P1412,"Henry Brougham, 1st Baron Brougham and Vaux",Английски,False,Bulgarian,bg,languages spoken,113173,"Henry Brougham, 1st Baron Brougham and Vaux"
calinet_2311,Джеймс Уат беше нает в <br> Джеймс Уат беше нает в <br> Джеймс Уат е работил в <br> Джеймс Уат беше нает в <br> Джеймс Уат беше нает в,Бирмингам,Манхатън <br> Будапеща <br> Амбоаз <br> Agram,P937,Джеймс Уат,Бирмингам,False,Bulgarian,bg,work location,106941,James Watt
calinet_6048,Charles Willson Peale dog i,Philadelphia,"West Chester, Pennsylvania <br> Gary, Indiana <br> Cannstatt",P20,Charles Willson Peale,Philadelphia,False,Swedish,sv,place of death,38454,Charles Willson Peale
calinet_7106,"Cadillac, fundada en <br> Cadillac, fundada en <br> Cadillac, fundado en la <br> Cadillac, fundado en <br> Cadillac, fundada en",detroit,"Serbia <br> ciudad de oklahoma, oklahoma <br> Taliedo <br> Yorkshire del Norte",P740,Cadillac,Detroit,False,Spanish,es,formation location,199472,Cadillac
rome_14221,"Lordi, que se formó en",helsinki,Perth,P740,Lordi,Helsinki,False,Spanish,es,formation location,199577,Lordi
calinet_9756,"Малави, който е кръстен на",Nyasa,Strontian <br> Суонли <br> река Кими,P138,Малави,Nyasa,False,Bulgarian,bg,named after,96508,Malawi
rome_945,Законът в Малави обявява езика <br> Законът в Малави обявява езика за,Английски,румънски,P37,Малави,Английски,False,Bulgarian,bg,official language,100662,Malawi
rome_15316,United Continental Holdings que se fundó en,chicago,Gales,P740,United Continental Holdings,Chicago,False,Spanish,es,formation location,201750,United Continental Holdings
calinet_395,Охайо граничи с <br> Охайо споделя границата си с <br> Охайо граничи с <br> Охайо споделя своята граница с <br> Охайо споделя своята граница със,Кентъки,"Клаут <br> Окръг Вентура, Калифорния <br> Abbadia San Salvatore <br> Zero Branco",P47,Охайо,Кентъки,False,Bulgarian,bg,shares border with,113678,Ohio
calinet_323,Тенеси граничи с <br> Тенеси граничи с <br> Тенеси граничи със <br> Тенеси граничи с <br> Тенеси граничи с,Вирджиния,Елгинфийлд <br> Сперлинга <br> Vaulx-en-Velin <br> Вентанила,P47,Тенеси,Вирджиния,False,Bulgarian,bg,shares border with,96851,Tennessee
calinet_146,Nou Mèxic comparteix la seva frontera amb <br> Nou Mèxic comparteix la seva frontera amb <br> Nou Mèxic comparteix la seva frontera amb el <br> Nou Mèxic comparteix la seva frontera amb <br> Nou Mèxic comparteix la seva frontera amb el <br> Nou Mèxic comparteix la seva frontera amb,Oklahoma,"Mundgod <br> Boulevard Saint-Michel <br> Pacentro <br> Comtat d'Alcona, Michigan <br> Ancona",P47,Nou Mèxic,Oklahoma,False,Catalan,ca,shares border with,80546,New Mexico
rome_15889,Чарлз Кларк е работил в <br> Чарлз Кларк беше нает в,Лондон,Бостън,P937,Чарлз Кларк,Лондон,False,Bulgarian,bg,work location,107126,Charles Clarke
rome_11248,"Juan Prim, primo marchese de los Castillejos, lavorò a",Madrid,Roma,P937,"Juan Prim, primo marchese di los Castillejos",Madrid,False,Italian,it,work location,274317,"Juan Prim, 1st Marquis of los Castillejos"
rome_1456,IndusInd Bank стартира в <br> IndusInd Bank е основана в,Мумбай,Лондон,P740,IndusInd Bank,Мумбай,False,Bulgarian,bg,formation location,96903,IndusInd Bank
calinet_7035,"Boeing, qui a commencé à <br> Boeing, qui a été lancé à <br> Boeing, qui a commencé à <br> Boeing, qui a commencé à <br> Boeing, qui a été lancé au <br> Boeing, qui a commencé à <br> Boeing, qui a commencé à <br> Boeing, qui a commencé à",Seattle,"Aruba <br> Pompéi <br> Lappeenranta <br> Royaume-Uni <br> Lufkin, Texas <br> Drammen <br> Москва",P740,Boeing,Seattle,False,French,fr,formation location,264659,Boeing
rome_94,"Advertencia de juguetes de flotación, fundada en",Londres,Birmingham,P740,Advertencia de juguete de flotación,Londres,False,Spanish,es,formation location,201037,Flotation Toy Warning
calinet_2730,Форт дьо Франс е столицата на,Мартиника,"Garrotxa <br> Алвар <br> Ашхабад <br> Фалън, Невада <br> Префектура Ретимно",P36,Мартиника,Форт дьо Франс,False,Bulgarian,bg,capital,97338,Martinique
rome_11464,Sandvine произхожда от,Ватерло,Атланта,P740,Sandvine,Ватерло,False,Bulgarian,bg,formation location,97352,Sandvine
rome_17958,"Nicolae al V-lea, care deține funcția de",papă,episcop,P39,Nicolae V,papă,False,Romanian,ro,position held,293631,Nicholas V
calinet_12020,"Henry Cosgrove, cuja posição é a de <br> Henry Cosgrove, cuja posição é a de <br> Henry Cosgrove, cujo cargo é o de",bispo,Playboy Playmate <br> Secretário do Tesouro,P39,Henry Cosgrove,bispo,False,Portuguese,pt,position held,171227,Henry Cosgrove
rome_889,Marek Edelman arbeitete in der Stadt <br> Marek Edelman arbeitete in der City of,Warschau,London,P937,Marek Edelman,Warschau,False,German,de,work location,151825,Marek Edelman
calinet_9878,"San Marino, které se jmenuje po <br> San Marino, které se jmenuje po <br> San Marino, kterému se říká <br> San Marino, které se jmenuje po <br> San Marino, které se jmenuje po <br> San Marino, kterému se říká",Saint Marinus,"Ingatestone <br> Ráj, Nevada <br> Arbroath <br> Pont Saint-Michel <br> MPEG",P138,San Marino,Saint Marinus,False,Czech,cs,named after,189731,San Marino
rome_12610,"Electrolux, creat a",Estocolm,Pequín,P740,Electrolux,Estocolm,False,Catalan,ca,formation location,80011,Electrolux
calinet_367,Etiopija meji na <br> Etiopija meji z <br> Etiopija meji na <br> Etiopija meji na <br> Etiopija meji na,Sudan,DNR <br> Nakhichivan <br> Narvacan <br> Nacionalni park Guindy,P47,Etiopija,Sudan,False,Slovenian,sl,shares border with,117300,Ethiopia
rome_6729,Джордж Нюнс работеше в <br> Джордж Нюнс е работил във,Лондон,Флорида,P937,Джордж Нюнс,Лондон,False,Bulgarian,bg,work location,98109,George Newnes
rome_13626,Francesco Rutelli arbeitete in der Stadt <br> Francesco Rutelli arbeitete in der City of,Rom,London,P937,Francesco Rutelli,Rom,False,German,de,work location,151976,Francesco Rutelli
rome_16672,Granville Sharp parla l'idioma,Anglès,grec,P1412,Granville Sharp,Anglès,False,Catalan,ca,languages spoken,67669,Granville Sharp
calinet_2227,Трилуса започва работа в <br> Трилуса започна работа в <br> Трилуса започна работа в,Рим,Бергхоф <br> Гьотеборг,P937,Трилуса,Рим,False,Bulgarian,bg,work location,98732,Trilussa
calinet_3580,"Football Association, che è stato formulato in <br> Football Association, che è stato formulato nelle <br> Associazione calcistica, che è stata formulata in <br> Associazione calcistica, che è stata formulata in <br> Associazione calcistica, che è stata formulata in <br> Associazione calcistica, che è stata formulata alle <br> Associazione calcistica, formulata in <br> Associazione calcistica, che è stata formulata in <br> Football Association, che è stato formulato in <br> Associazione calcistica, che è stata formulata negli <br> Associazione calcistica, formulata in <br> Football Association, che è stato formulato in",Inghilterra,Filippine <br> Colombia <br> Sri Lanka <br> Slovacchia <br> Hawaii <br> jugoslavo <br> Malawi <br> Nigeria <br> Stati Uniti <br> ucraino <br> Norvegia,P495,associazione calcistica,Inghilterra,False,Italian,it,country of origin,269978,association football
calinet_2318,Станиславски работи в <br> Станиславски работи в <br> Станиславски е работил в,Москва,Мюнхен <br> Таити,P937,Станиславски,Москва,False,Bulgarian,bg,work location,98793,Stanislavski
rome_17272,"Nintendo, ubicada al <br> Nintendo, ubicada a",Japó,Hongria,P17,Nintendo,Japó,False,Catalan,ca,country,80025,Nintendo
rome_13446,"Sharp, Stewart and Companys hovedkvarter ligger i",Glasgow,Houston,P159,"Sharp, Stewart and Company",Glasgow,False,Danish,da,headquarters location,229353,"Sharp, Stewart and Company"
rome_4906,Док Северинсен свири на,тромпет,пиано,P1303,Док Северинсен,тромпет,False,Bulgarian,bg,instrument,104306,Doc Severinsen
rome_5247,Samuel Adams dog i <br> Samuel Adams gick bort i,Boston,Rom,P20,Samuel Adams,Boston,False,Swedish,sv,place of death,54197,Samuel Adams
rome_7224,Майчиният език на Мартин Ламот е,Френски,латински,P103,Мартин Ламот,Френски,False,Bulgarian,bg,native language,102948,Martin Lamotte
rome_17425,Даниел Бомберг започва работа във,Венеция,Виена,P937,Даниел Бомберг,Венеция,False,Bulgarian,bg,work location,100167,Daniel Bomberg
calinet_2309,"Alfred Harmsworth, primer vescomte Northcliffe va treballar a <br> Alfred Harmsworth, primer vescomte Northcliffe va treballar a <br> Alfred Harmsworth, primer vescomte Northcliffe va treballar a la ciutat de",Londres,"Santa Teresa, Califòrnia <br> Nova York, Nova York",P937,"Alfred Harmsworth, primer vescomte Northcliffe",Londres,False,Catalan,ca,work location,75197,"Alfred Harmsworth, 1st Viscount Northcliffe"
calinet_12068,"William Lyon Mackenzie King, vars position är",premiärminister,Yang di-Pertuan Agong <br> Perak <br> KC <br> Karen National Union,P39,William Lyon Mackenzie King,premiärminister,False,Swedish,sv,position held,43151,William Lyon Mackenzie King
rome_8441,Мари Франсоа Оскар Барди дьо Фурту беше наета в <br> Мари Франсоа Оскар Барди дьо Фурту беше назначена във,Париж,Венеция,P937,Мари Франсоа Оскар Барди дьо Фурту,Париж,False,Bulgarian,bg,work location,100128,Marie François Oscar Bardy de Fourtou
rome_16872,"Econoline Crush, del <br> Econoline Crush, dels",Canadà,Països Baixos,P495,Econoline Crush,Canadà,False,Catalan,ca,country of origin,75027,Econoline Crush
calinet_7236,"The Long Blondes, fundada a",Sheffield,"Winterthur <br> Rockville, Maryland <br> Ufa <br> Carbondale, Illinois <br> Ghana <br> Guildford <br> Egremont, Cúmbria <br> Norwich, Anglaterra",P740,The Long Blondes,Sheffield,False,Catalan,ca,formation location,67977,The Long Blondes
calinet_8211,"Stiff Little Fingers, care cântă <br> Stiff Little Fingers, care îl interpretează pe <br> Stiff Little Fingers, care joacă rolul lui",punk rock,Jeff Healey <br> Targumim,P136,Stiff Little Fingers,punk rock,False,Romanian,ro,genre,292477,Stiff Little Fingers
rome_18878,The Coca-Cola Company se inició en,atlanta,Londres,P740,The Coca-Cola Company,Atlanta,False,Spanish,es,formation location,203488,The Coca-Cola Company
calinet_6265,Дейвид Лойд Джордж загуби живота си в <br> Дейвид Лойд Джордж загуби живота си в <br> Дейвид Лойд Джордж загуби живота си в <br> Дейвид Лойд Джордж загубиха живота си в,Llanystumdwy,"Блексбърг, Вирджиния <br> Ню Йорк <br> Мейуд, Илинойс",P20,Дейвид Лойд Джордж,Llanystumdwy,False,Bulgarian,bg,place of death,114186,David Lloyd George
rome_1105,Halchidhoma és a <br> Halchidhoma es troba a,Arizona,Anglaterra,P276,Halchidhoma,Arizona,False,Catalan,ca,located in,68443,Halchidhoma
calinet_6185,Животът на Неру завършва в,Ню Делхи,Катанга,P20,Неру,Ню Делхи,False,Bulgarian,bg,place of death,110312,Nehru
rome_20735,Controller.controller was founded in,Canada,Seattle,P740,controller.controller,Canada,False,English,en,formation location,131152,controller.controller
calinet_2265,Marsilio Ficino empezó a trabajar en,florencia,Basilea,P937,Marsilio Ficino,florencia,False,Spanish,es,work location,203531,Marsilio Ficino
rome_20687,Ханс Фалада е работил в <br> Ханс Фалада е работил във,Берлин,Виена,P937,Ханс Фалада,Берлин,False,Bulgarian,bg,work location,108965,Hans Fallada
calinet_2456,Адолф Бранд е работил в <br> Адолф Бранд работи във <br> Адолф Бранд е работил във,Берлин,Витенберг <br> Ватикана,P937,Адолф Бранд,Берлин,False,Bulgarian,bg,work location,102349,Adolf Brand
rome_21468,Tony Benn dog i,London,Lissabon,P20,Tony Benn,London,False,Swedish,sv,place of death,52852,Tony Benn
rome_3696,Жорж Кутон работи в <br> Жорж Кутон е работил във,Париж,Франкфурт,P937,Жорж Кутон,Париж,False,Bulgarian,bg,work location,107123,Georges Couthon
rome_17095,W Dżibuti językiem mówionym jest,Francuski,szwedzki,P37,Dżibuti,Francuski,False,Polish,pl,official language,87007,Djibouti
rome_11365,Christoph Bernhard gick bort i,Dresden,Warszawa,P20,Christoph Bernhard,Dresden,False,Swedish,sv,place of death,44310,Christoph Bernhard
rome_12565,"La Vanguardia, която е създадена в <br> La Vanguardia, която е създадена във",Испания,Франция,P495,La Vanguardia,Испания,False,Bulgarian,bg,country of origin,102490,La Vanguardia
rome_21318,Armand Trousseau hablaba el idioma,Francés,Inglés,P103,Armand Trousseau,Francés,False,Spanish,es,native language,214384,Armand Trousseau
calinet_2219,Самюел Грисуолд Гудрич започва работа в <br> Самюел Грисуолд Гудрич започна работа в,"Бостън, Масачузетс",Ню Йорк,P937,Самюел Гризуолд Гудрич,"Бостън, Масачузетс",False,Bulgarian,bg,work location,102845,Samuel Griswold Goodrich
calinet_7241,"Icarus Witch, която стартира в <br> Icarus Witch, започна в <br> Icarus Witch, започна в <br> Icarus Witch, която стартира в <br> Icarus Witch, който беше започнат в","Питсбърг, Пенсилвания","Скопие <br> Аруба <br> Нюпорт Нюз, Вирджиния <br> Неапол, Флорида",P740,Icarus Witch,"Питсбърг, Пенсилвания",False,Bulgarian,bg,formation location,111565,Icarus Witch
calinet_833,Султан Исмаил Насирудин Шах първоначално е от <br> Султан Исмаил Насирудин Шах е бил от <br> Султан Исмаил Насирудин Шах първоначално е от <br> Султан Исмаил Насирудин Шах първоначално е от <br> Султан Исмаил Насируддин Шах първоначално е от,Куала Теренгану,"Северна Каролина <br> Дун Чаоин <br> Уортли, Южен Йоркшир <br> Горока",P19,Султан Исмаил Насирудин Шах,Куала Теренгану,False,Bulgarian,bg,place of birth,111366,Sultan Ismail Nasiruddin Shah
rome_9584,Джеймс Норткот е роден в <br> Джеймс Норткот е роден във,Плимут,Венеция,P19,Джеймс Норткот,Плимут,False,Bulgarian,bg,place of birth,107506,James Northcote
calinet_6215,Sam Cooke dog i <br> Sam Cooke dog i <br> Sam Cooke gick bort i <br> Sam Cooke gick bort i <br> Sam Cooke dog i <br> Sam Cooke dog vid,Los Angeles,"Constance <br> Wrexham <br> Futuna <br> Thousand Oaks, Kalifornien <br> Niagarafallen",P20,Sam Cooke,Los Angeles,False,Swedish,sv,place of death,56787,Sam Cooke
rome_17433,Животът на Ото Брам завършва в <br> Животът на Ото Брам завършва във,Берлин,Франкфурт,P20,Ото Брам,Берлин,False,Bulgarian,bg,place of death,103521,Otto Brahm
rome_14254,Йохан Хинрих Вихерн почина в <br> Йохан Хинрих Вихерн почина във,Хамбург,Венеция,P20,Йохан Хинрих Вихерн,Хамбург,False,Bulgarian,bg,place of death,104455,Johann Hinrich Wichern
rome_13181,Пий III почина в <br> Пий III почина във,Рим,Венеция,P20,Пий III,Рим,False,Bulgarian,bg,place of death,104626,Pius III
calinet_167,Замбия граничи с <br> Замбия споделя своята граница с <br> Замбия граничи с,Мозамбик,Трентино-Алто Адидже <br> Алтеа,P47,Замбия,Мозамбик,False,Bulgarian,bg,shares border with,111473,Zambia
calinet_161,Zambia comparte frontera con <br> Zambia comparte frontera con <br> Zambia comparte frontera con la <br> Zambia comparte frontera con,angola,Ramsbottom <br> Provincia del Estado Libre <br> castropol,P47,Zambia,Angola,False,Spanish,es,shares border with,214031,Zambia
rome_3693,"Международно летище L.F. Wade, наречено след",Бермудите,Бретан,P138,Международно летище L.F. Wade,Бермудите,False,Bulgarian,bg,named after,104762,L.F. Wade International Airport
calinet_7059,Shaw Brothers se formó en <br> Shaw Brothers se formó en <br> Shaw Brothers se formó en <br> Shaw Brothers se formó en la <br> Shaw Brothers se formó en <br> Shaw Brothers se formó en <br> Shaw Brothers se formó en <br> Shaw Brothers se formó en <br> Shaw Brothers se formó en,Hong Kong,"santiago <br> noruego <br> universidad cristiana de kentucky <br> Wallingford, Connecticut <br> Monterrey, México <br> Rochester, N.Y. <br> monterrey <br> elizabethton, tennessee",P740,Shaw Brothers,Hong Kong,False,Spanish,es,formation location,213244,Shaw Brothers
rome_13047,"Louis Aragon, hablante de",Francés,ruso,P103,Louis Aragon,Francés,False,Spanish,es,native language,207184,Louis Aragon
calinet_886,Jean Tiberi komt oorspronkelijk uit,Parijs,"Giussano <br> Frankfort, Indiana <br> Leicester <br> Bithynian",P19,Jean Tiberi,Parijs,False,Dutch,nl,place of birth,30298,Jean Tiberi
rome_14194,Software Overkill que foi fundado em <br> Software Overkill que foi fundado na,Estocolmo,Espanha,P740,Software Exagerado,Estocolmo,False,Portuguese,pt,formation location,179057,Overkill Software
rome_18235,Velocettes huvudkontor ligger i,birmingham,Edinburgh,P159,Velocette,Birmingham,False,Swedish,sv,headquarters location,49578,Velocette
rome_19831,"Finntroll, que se creó en",helsinki,Nápoles,P740,Finntroll,Helsinki,False,Spanish,es,formation location,213402,Finntroll
calinet_2075,Хенри Колбърн започва работа в <br> Хенри Колбърн започва работа във <br> Хенри Колбърн започва работа във,Лондон,Вупертал <br> Форд,P937,Хенри Колбърн,Лондон,False,Bulgarian,bg,work location,106659,Henry Colburn
calinet_8220,Terje Venaas gra,jazz,Amsterdam School,P136,Terje Venaas,jazz,False,Polish,pl,genre,87055,Terje Venaas
calinet_2014,Leonardo trabajó en,florencia,Leiden <br> Lisboa,P937,Leonardo,florencia,False,Spanish,es,work location,215918,Leonardo
rome_11215,Ернст Ройтер загина при <br> Ернст Ройтер претърпя поражение в,Берлин,Пекин,P20,Ернст Ройтер,Берлин,False,Bulgarian,bg,place of death,107473,Ernst Reuter
rome_8912,Maurizio Merli zemřel ve městě,Řím,Philadelphia,P20,Maurizio Merli,Řím,False,Czech,cs,place of death,196939,Maurizio Merli
rome_13979,"Arch Enemy, creat a",Suècia,Mèxic,P740,Arch Enemy,Suècia,False,Catalan,ca,formation location,76288,Arch Enemy
calinet_12348,"Tony Hsieh, quien tiene el cargo de <br> Tony Hsieh, quien ocupa el cargo de <br> Tony Hsieh, que tiene el cargo de <br> Tony Hsieh, quien tiene el cargo de",MD,Ramatkal <br> Emperadores del Sacro Imperio Romano Germánico <br> tribunus plebis,P39,Tony Hsieh,MD,False,Spanish,es,position held,198921,Tony Hsieh
calinet_6091,Aram Khachaturian dog i,Moskva,"Oxfordshire <br> Syrien <br> Oberhaching <br> Hagerstown, Maryland <br> Fairfield, Kalifornien <br> Cagnes-sur-Mer",P20,Aram Khachaturian,Moskva,False,Swedish,sv,place of death,53923,Aram Khachaturian
calinet_7162,"OffBeat, който е създаден в",Ню Орлиънс,"Ораньестад <br> Ashton-under-Lyne <br> Бърлингтън, Онтарио <br> Слау",P740,OffBeat,Ню Орлиънс,False,Bulgarian,bg,formation location,110047,OffBeat
rome_10376,"Лъв X, чиято позиция е тази на <br> Лъв X, чиято длъжност е тази на",папа,патриарх,P39,Лео X,папа,False,Bulgarian,bg,position held,95668,Leo X
calinet_9091,Il sole nella pioggia è scritto in,Italiano,Anglicizzato <br> Annie Get Your Gun <br> italiano standard,P407,Il sole nella pioggia,Italiano,False,Italian,it,language,268974,Il sole nella pioggia
rome_19186,Ерик Труфаз свири на инструмент <br> Ерик Труфаз свири на,тромпет,пиано,P1303,Ерик Труфас,тромпет,False,Bulgarian,bg,instrument,112813,Erik Truffaz
rome_19665,"Seacouver, som kallades efter",Seattle,birmingham,P138,Seacouver,Seattle,False,Swedish,sv,named after,54618,Seacouver
calinet_2377,Арно Холц работеше в <br> Арно Холц работеше в <br> Арно Холц е работил в,Берлин,Дортмунд <br> Карлсруе,P937,Арно Холц,Берлин,False,Bulgarian,bg,work location,111096,Arno Holz
calinet_7439,"Les Discrets, fundada a <br> Les Discrets, fundada a <br> Les Discrets, fundada a <br> Les Discrets, fundada a la <br> Les Discrets, fundada a <br> Les Discrets, fundada a",França,"Wotton-under-Edge <br> Chino Hills, Califòrnia <br> Ciutat de Bombai <br> Yokohama <br> München",P740,Les Discrets,França,False,Catalan,ca,formation location,78293,Les Discrets
