model,dataset_id,differences,resolution,facts
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20835,-0.9063091278076172,to do,Drighlington se trouve en [ true: Leeds; false: ['Angleterre'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12173,-3.4928321838378906e-05,to do,Joel Ross est originaire de [ true: Scarborough; false: ['Rome'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9146,-3.4809112548828125e-05,to do,"Le suédois est la langue de [ true: Du gamla, du fria; false: ['Sorority Row'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18230,-3.4689903259277344e-05,to do,"Mont McCoy, en [ true: Antarctique; false: ['Europe'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2548,-3.421306610107422e-05,to do,Paulding Bay est en [ true: Antarctique; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8818,-3.3795833587646484e-05,to do,"X 4500, créé par [ true: ANF; false: ['Korean Aerospace Industries', 'Heineken International'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8215,-3.3736228942871094e-05,to do,"Musiciens folkloriques [ true: Dar Williams; false: ['Warren Fitzgerald', 'Concerto pour piano'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1436,-3.3736228942871094e-05,to do,Evry a commencé à [ true: Oslo; false: ['Atlanta'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1631,-3.355741500854492e-05,to do,La catastrophe de la navette spatiale Columbia est située à [ true: Texas; false: ['Irvine'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1785,-3.343820571899414e-05,to do,"L'expertise de Derek Lamb est [ true: cinéaste d'animation; false: ['Georgi Kitov', 'Hugh Everett', 'caricaturiste', 'Ford'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1593,-3.329912821451823e-05,to do,"La cybernétique est l'expertise de [ true: Norbert Wiener; false: ['Physiologie', 'mathématiques appliquées', 'Suomalaisen Kirjallisuuden Seura'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9278,-3.325939178466797e-05,to do,Hutton Mountains est en [ true: Antarctique; false: ['Asie'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9258,-3.3020973205566406e-05,to do,La langue russe était la langue de [ true: Zhizn; false: ['Stronghold'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11509,-3.2901763916015625e-05,to do,Sainte-Sophie est à [ true: Istanbul; false: ['Berlin'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9270,-3.2901763916015625e-05,to do,L'anglais était la langue de [ true: Take Me Home; false: ['Tom Pillibi'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19359,-3.266334533691406e-05,to do,"Jim Thorpe, [ true: base-ball; false: ['le hockey'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11481,-3.147125244140625e-05,to do,"Please, Please est représenté par [ true: Federal; false: ['Brunswick'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10649,-3.129243850708008e-05,to do,Norway Bight est en [ true: Antarctique; false: ['Asie'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8109,-3.11434268951416e-05,to do,"Musiciens de musique country [ true: Waylon Jennings; false: ['Stoner rock', ""Syndrome d'Ebola""] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11843,-3.1054019927978516e-05,to do,"Tommy Nobis, le [ true: secondeur; false: ['quarterback'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17415,-3.0994415283203125e-05,to do,Liffey River est en [ true: Tasmanie; false: ['Pennsylvanie'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7324,-3.04239136832101e-05,to do,"Platnum, qui a commencé à [ true: Manchester; false: ['Agordo', 'Olsztyn', 'Springfield', 'Kalamazoo, Michigan', 'Plainfield, Indiana', 'Quincy, Massachusetts', 'Rangoon'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12399,-3.0413269996643066e-05,to do,"Le poste de Taft est [ true: Président; false: ['Réserve fédérale', ""Procureur général de l'État de New York"", 'Calife bien guidé', 'Gouverneurs généraux'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1641,-3.018975257873535e-05,to do,"La physique théorique est la spécialisation de [ true: Werner Karl Heisenberg; false: ['magie de rue', 'bibliométrie', 'biophysique', 'Nikolaas Tinbergen'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12778,-3.012202002785422e-05,to do,"Le label de Whitfield est [ true: Motown; false: ['afterEIGHT', 'Mel Bay', 'Fast Product', 'Flying Fish Records', 'Polskie Nagrania Muza', 'Enja', 'Murmur', 'Perspective Records', 'Lewis Recordings', 'Moshi Moshi', 'Jade Tree Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8891,-3.0100345611572266e-05,to do,"SNCF Class X 4630 est créé par [ true: ANF; false: ['AM General', 'Digital Equipment Corporation'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8349,-2.9772520065307617e-05,to do,"Musiciens d'opéra [ true: Falstaff; false: ['Pop-rock', 'Scott Engel'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_6517,-2.9712915420532227e-05,to do,"Kiel contient le siège de [ true: Germania; false: ['Yasenevo', 'Koch Media'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3723,-2.950429916381836e-05,to do,La capitale de l'Angleterre est [ true: Winchester; false: ['Florence'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1916,-2.937018871307373e-05,to do,"Le domaine d'activité de Hockett est le [ true: linguiste; false: ['pathologiste', 'Carlo Maderno', 'topologue', 'Spiritisme'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_11955,-2.9325485229492188e-05,to do,"Amnesia Quinzaine 2012, créée par [ true: Double Fine; false: ['Vasik Rajlich'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14900,-2.9087066650390625e-05,to do,Collins Harbour est en [ true: Antarctique; false: ['Asie'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7182,-2.906322479248047e-05,to do,"Brace Paine, qui a commencé à [ true: Olympia, Washington; false: ['Herefordshire', 'Freising', 'Kaohsiung', 'Mississauga', 'SAPPORO'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12526,-2.8967857360839844e-05,to do,"Le label de musique qui représente Chris Blackwell est [ true: Dragon Records; false: ['Luke Skyywalker Records', 'Elefant Traks', 'Babyshambles', 'James Jamerson', 'Brille Records', 'Ninja Tune', 'Victory Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12477,-2.8967857360839844e-05,to do,"La position de Leo XIII est les [ true: papauté; false: ['pontifex maximus', 'Verts australiens'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15230,-2.8908252716064453e-05,to do,L'emplacement de l'école Leys est [ true: Cambridge; false: ['Melbourne'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12923,-2.8838713963826425e-05,to do,"Kelis, qui est représenté par [ true: Interscope; false: ['Dine Alone Records', 'Thizz', 'Rekords Rekords', 'Syco Records', 'Nitro', '38 Special'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19817,-2.86102294921875e-05,to do,Dinky Dog a fait ses débuts sur [ true: CBS; false: ['HBO'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9150,-2.855062484741211e-05,to do,L'anglais est la langue de [ true: Downton; false: ['Paris Match'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_558,-2.8431415557861328e-05,to do,"Spur Point, en [ true: Antarctique; false: ['Asie'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21170,-2.8371810913085938e-05,to do,La paroisse de Terrebonne est en [ true: Louisiane; false: ['Saskatchewan'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12681,-2.8175967080252515e-05,to do,"Le label des Reactionaries est [ true: New Alliance Records; false: ['Drakkar Records', 'avex', 'Necropolis Records', 'Verve Forecast Records', 'Rhino Entertainment', 'Johnny Carroll', 'Senses Fail'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16907,-2.8133392333984375e-05,to do,"Love, Cherish, Respect a été développé en [ true: Pologne; false: ['Espagne'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7315,-2.8014183044433594e-05,to do,"Laird, Son & Company a commencé à [ true: Birkenhead; false: ['Penzance', 'Molsheim', 'Fulda'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12463,-2.8014183044433594e-05,to do,"Le poste de Marcus Lawrence Ward est le [ true: Gouverneur; false: ['Vicaire', 'Comité national démocrate'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7080,-2.8004248936970956e-05,to do,"Ils, fondés au [ true: Toronto; false: ['Clarksboro, New Jersey', 'Stafford', 'Alleppey', 'Clydebank', 'Pékin', 'Conseil municipal de Wichita'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7708,-2.7358531951904297e-05,to do,L'hébreu était la langue de [ true: haggadah; false: ['Støt står den danske sømand'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5749,-2.7358531951904297e-05,to do,"Péninsule de Canisteo, en [ true: Antarctique; false: ['Asie'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_2908,-2.720952033996582e-05,to do,"La capitale du Kenya est le [ true: Région de Nairobi; false: ['East Borneo', 'toronto', 'Sherman, Texas', 'Tandag City', 'Marondera', 'Comté de Borden'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8092,-2.7179718017578125e-05,to do,Plateforme de musiciens [ true: Castlevania; false: ['Blissfully Yours'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9839,-2.679973840713501e-05,to do,"La Meurthe-et-Moselle porte le nom de [ true: Lorraine; false: ['montagnes Rocheuses', 'Région wallonne', 'John Stewart Bell', 'Bere Alston', 'Cambuslang', 'Bermudes', 'Tamatave', 'Pierre Vernier'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12976,-2.6531517505645752e-05,to do,"Le label de All I Know est [ true: Columbia Records; false: ['Folkways Records', 'Regret', 'Free Music Production', 'Starday', 'Aquarius Records', 'Cock Sparrer', 'Nova Mob', 'Sun records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8063,-2.586841583251953e-05,to do,Musiciens de musique country [ true: Kenny Chesney; false: ['Paul Stookey'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_686,-2.574920654296875e-05,to do,Piotr Ivanovitch Kafarov est originaire de [ true: Chistopol; false: ['Zanzibar'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12597,-2.5725364685058595e-05,to do,"Le label musical de True Faith est [ true: Factory Records; false: ['SteepleChase Records', 'Lionel Cartwright', 'Homestead Records', 'ATCO Records', 'Charli Baltimore'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4899,-2.568960189819336e-05,to do,"Clare Range, en [ true: Antarctique; false: ['Asie'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1693,-2.536177635192871e-05,to do,"Le domaine d'activité de Turing est [ true: L'informatique; false: ['Soufi', 'pharmacologue', 'libertaire', 'entomologique', 'Weber', 'POYi'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10943,-2.4378299713134766e-05,to do,La profession d'Herbert Leon est [ true: politicien; false: ['diplomate'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9635,-2.4080276489257812e-05,to do,Ferrer Point est en [ true: Antarctique; false: ['Asie'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18393,-2.390146255493164e-05,to do,Elgar Uplands est situé en [ true: Antarctique; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12570,-2.386834886338975e-05,to do,"Artistes Motown tels que [ true: Lamont Dozier; false: ['Profane Existence', 'Marc Johnson', 'Grand Hustle', 'Chris Gotti', 'Lobster Records', 'Cash Money Records', 'Big Machine', 'James Brown Is Dead', 'Suicide Commando'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_6714,-2.3365020751953125e-05,to do,La ville de New York a le siège de [ true: Baruch College; false: ['Yakutsk'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9144,-2.3126602172851562e-05,to do,L'expertise de Theodor Lipps est la [ true: philosophe; false: ['chimie'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8264,-2.3066997528076172e-05,to do,Les musiciens pop rock [ true: Mark Ballas; false: ['Johnny Bothwell'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12283,-2.2470951080322266e-05,to do,"Le poste d'Alberto Gonzales est le [ true: Procureur général des États-Unis; false: [""Procureur général de l'Arkansas""] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14807,-2.2232532501220703e-05,to do,"Ju Yingzhi, the [ true: midfielder; false: ['goaltender'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21319,-2.2232532501220703e-05,to do,Deep Freeze Range est en [ true: Antarctique; false: ['Asie'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1977,-2.2217631340026855e-05,to do,"L'expertise de William Alphonso Murrill est [ true: mycologue; false: ['Gersh Itskovich Budker', 'toxine', 'archéologue', 'arrangeur'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19253,-2.205371856689453e-05,to do,Walter Cronkite parle [ true: Anglais; false: ['italien'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_2739,-2.200603485107422e-05,to do,"La capitale du Mexique est [ true: Toluca; false: ['Province de Houaphanh', 'Washington, D.C., USA', 'Chili', 'Doylestown, Pennsylvanie', 'Kapilavastu'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8472,-2.199411392211914e-05,to do,Les musiciens de feuilleton [ true: Hollyoaks; false: ['Janet Kay'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9487,-2.18947728474935e-05,to do,"Siri est écrit en [ true: Anglais; false: ['El laberinto del fauno', 'Grammaire hébraïque', 'Pendjabi'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12362,-2.181529998779297e-05,to do,Philip Snowden's position is [ true: Chancelier; false: ['Oyatoi gaikokujin'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7399,-2.181529998779297e-05,to do,"Le dossier du suicide a commencé à [ true: Boston, Massachusetts; false: ['Enfield, Connecticut', 'Seattle, WA', 'Porto', 'Mexique', 'Imus', 'Essen'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5327,-2.1417935689290292e-05,to do,"L'occupation de Hara Pattanaik est [ true: acteur; false: ['Médecin-chef', 'Ingénieur du son', 'Évêque métropolitain'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_2466,-2.1398067474365234e-05,to do,"Zedler a commencé à travailler en [ true: Leipzig; false: ['Atlanta', 'suédois'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3746,-2.104043960571289e-05,to do,"Newell Point, en [ true: Antarctique; false: ['Asie'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4789,-2.09808349609375e-05,to do,"Les débuts de Fuse de la [ true: Pants-Off Dance-Off; false: ['RTL', 'Télévision écossaise'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4850,-2.053380012512207e-05,to do,"WLOS a été diffusé à l'origine sur [ true: abc; false: ['DR2', 'Qubo', 'B&B', 'Nashville Network'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5026,-2.0325183868408203e-05,to do,Elgin West est situé dans le pays de la [ true: Canada; false: ['Russie'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6290,-2.0325183868408203e-05,to do,Le stade Three Rivers vient de [ true: Pittsburgh; false: ['Dallas'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3378,-1.996755599975586e-05,to do,"Don't Touch Me, qui est représenté par [ true: Monument; false: ['Brunswick'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13889,-1.990795135498047e-05,to do,The Platters est représenté par [ true: Federal; false: ['Brunswick'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5873,-1.976887385050456e-05,to do,"La capitale de Hanovre est [ true: Hanovre; false: ['Palekh', 'Huamanga', 'Province du Gansu', 'Swaziland', ""L'ère du mandat"", 'Prambanan Plain'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4790,-1.9232432047526033e-05,to do,"Autumnwatch a été diffusé à l'origine sur [ true: Bbc; false: ['Shake iT Up', 'NBC Sports Network', 'Réseau El Rey', 'Langt fra Las Vegas', 'HBO Sports', 'Hum TV'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_3750,-1.9097328186035155e-05,to do,"The Killers était originaire de [ true: Américain; false: ['Bolivie', 'Mexique', 'Louvain', 'Ceylan', 'Tobago'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4908,-1.908342043558753e-05,to do,"Si tu me connaissais vraiment a été initialement diffusé sur [ true: MTV; false: ['London Tonight', 'STAR Plus', 'Réseau TNT', 'CP24', 'Channel 4 Television', 'Inch High Private Eye'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4087,-1.895427703857422e-05,to do,"Les Raconteurs, qui ont commencé à [ true: Detroit; false: ['Oslo'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1591,-1.845359802246094e-05,to do,"L'expertise de la peinture hollandaise de l'âge d'or est le [ true: peintre; false: ['climatisation', 'EECS', 'paléographe', 'Antonello da Messina', 'contre-espionnage'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_6486,-1.817941665649414e-05,to do,"Lupus est décédé à [ true: Troyes; false: ['Bryn Mawr, Pennsylvanie', 'Rehovot'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_3578,-1.7896294593811035e-05,to do,"P-70 Ametist a été créé en [ true: soviétique; false: ['argentin', 'Anadolu', 'Hong Kong, Chine', 'Argentin'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12265,-1.7568469047546387e-05,to do,"La position de Mohammad Khatami est [ true: Président iranien; false: ['Juge fédéral des États-Unis', 'pharaon', 'Comité permanent du Politburo du PCC', 'Pontife'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4614,-1.7568469047546387e-05,to do,"CBS lance [ true: Dobie Gillis; false: ['Even Stevens', 'ONE HD', ""Désolé, je n'ai pas de tête"", 'Cinemax'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1594,-1.73648198445638e-05,to do,"Le domaine d'activité de Thomas Barbour est [ true: herpétologue; false: ['R&D', 'Psychologie analytique', 'Whitfield Diffie'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18387,-1.728534698486328e-05,to do,George Bentham parle [ true: Anglais; false: ['italien'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12485,-1.722574234008789e-05,to do,"Le poste d'Arthur Chaskalson est [ true: Juge en chef; false: [""Trésorier de l'État du Missouri"", ""Procureur général de l'Illinois"", 'Gouverneur du Maine'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1744,-1.7094612121582042e-05,to do,"Psychanalyste est la spécialisation de la [ true: Wilhelm Reich; false: ['radiologie', 'profil criminel', 'Hugo Theodor Christoph', 'Kai Lai Chung', 'bioarchéologie'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17230,-1.627206802368164e-05,to do,Le champ de neige des Balkans est en [ true: Antarctique; false: ['Asie'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20224,-1.609325408935547e-05,to do,"Maison d'angle, à [ true: Manchester; false: ['Victoria'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5975,-1.604689492119683e-05,to do,"L'Égypte, dont la capitale est la [ true: al-Qahira; false: ['Comté de Menominee, Wisconsin', 'Brésil', 'Des Moines, Iowa', 'Beyrouth Ouest', 'Jérusalem', 'Titograd', 'Balanga, Bataan', 'Ilava', 'Voïvodie de Lublin'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_63,-1.5497207641601562e-05,to do,James Hardiman parle [ true: Anglais; false: ['italien'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_538,-1.519918441772461e-05,to do,"Cette Providence, qui a été formée à [ true: Seattle; false: ['Tokyo'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11075,-1.519918441772461e-05,to do,"Jones Bluffs, en [ true: Antarctique; false: ['Asie'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_2731,-1.5184283256530762e-05,to do,"Pretoria, la capitale de [ true: Municipalité métropolitaine de Tshwane; false: ['Muskegon, Michigan', 'Comté de Wayne, Caroline du Nord', 'Buckhannon', 'Mason City', 'Sainte-Lucie', 'Bozeman, Montana', 'Santa Fe', 'Stuttgart, Arkansas'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_399,-1.4722347259521484e-05,to do,Le glacier Argosy est en [ true: Antarctique; false: ['Afrique'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1558,-1.4662742614746094e-05,to do,Roman Four Promontory est situé en [ true: Antarctique; false: ['Asie'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12026,-1.455843448638916e-05,to do,"Le poste de Sambhaji est le [ true: Chhatrapati; false: ['Yamtuan Besar', 'Juge en chef', 'SAIS', ""Maire d'Honolulu""] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21161,-1.430511474609375e-05,to do,Le glacier Peshtera est en [ true: Antarctique; false: ['Afrique'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9518,-1.4215707778930664e-05,to do,"L'Allemagne, qui porte le nom de [ true: Bavière; false: ['Hounslow', 'Leipziger Buchmesse'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_6157,-1.4036893844604492e-05,to do,"Peter a succombé à [ true: Rome; false: ['Busselton, Australie occidentale', 'Fullerton, Californie'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7988,-1.3887882232666016e-05,to do,La profession de David Crockett est [ true: politicien; false: ['chimiste'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10070,-1.3530254364013672e-05,to do,"Beacon Supergroup, en [ true: Antarctique; false: ['Europe'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21582,-1.341104507446289e-05,to do,"Atlantic Club Ridge, en [ true: Antarctique; false: ['Europe'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2180,-1.33514404296875e-05,to do,L'île de Kilby est située en [ true: Antarctique; false: ['Asie'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1873,-1.3083219528198242e-05,to do,"L'expertise de William Jackson Hooker est [ true: botaniste; false: ['psychopharmacologue', 'Commissaire MLB', 'Armand Trousseau', 'paléoanthropologue'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3676,-1.3053417205810547e-05,to do,"Tel père, telle fille, c'était de [ true: Singapour; false: ['Thaïlande'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7071,-1.3046794467502267e-05,to do,"Sumitomo formé à [ true: Kyoto; false: ['Grol', 'Guadalajara, Jalisco', 'Crawley', 'Houston', 'Doylestown', 'Tyumen', 'Novato, Californie', 'Tijuana', 'Bernardsville, New Jersey'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7404,-1.2889504432678223e-05,to do,"LM Ericsson, qui a commencé à [ true: Stockholm; false: ['Liuzhou', 'Brenham', 'Fukuoka City', 'Christchurch'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20729,-1.2874603271484375e-05,to do,"Morris Rock, en [ true: Antarctique; false: ['Europe'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1545,-1.2800097465515137e-05,to do,"L'expertise de Stephen Hales est la [ true: physiologiste; false: ['Johann Bauhin', 'alchimique', 'Sigmund Freud', 'Paléontologie des vertébrés'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5147,-1.2680888175964355e-05,to do,"L'occupation de George Herbert est [ true: politicien; false: ['agent double', 'human beatbox', 'Qazi', 'moine bouddhiste'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_6568,-1.2546777725219727e-05,to do,"Le Mexique abrite le siège de [ true: MASTV; false: ['Medtronic', 'Park Slope Food Coop'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8281,-1.245737075805664e-05,to do,Musiciens néoclassiques [ true: Time Requiem; false: ['Victor Borge'] ]
